1.11615 157505
1.11615 158977
1.11616 160449
1.11616 161921
1.1235 163393
1.1235 164865
1.12351 166337
1.12351 167809
1.12351 169281
1.13351 170753
1.13351 172225
1.13352 173697
1.13352 175169
1.13353 176641
1.13353 178113
1.15168 179585
1.15168 181057
1.15169 182529
1.15169 184001
1.1517 185473
1.1517 186945
1.15463 188417
1.15463 189889
1.15465 191361
1.15465 192833
1.15466 194305
1.15466 195777
1.16415 197249
1.16415 198721
1.16416 200193
1.16416 201665
1.16417 203137
1.16417 204609
1.16417 206081
1.17412 207553
1.17412 209025
1.17413 210497
1.17413 211969
1.17414 213441
1.17414 214913
1.18081 216385
1.18081 217857
1.18082 219329
1.18083 220801
1.18083 222273
1.1836 223745
1.1836 225217
1.18361 226689
1.18362 228161
1.18362 229633
1.19618 231105
1.19618 232577
1.19619 234049
1.19619 235521
1.19766 236993
1.19766 238465
1.19767 239937
1.19767 241409
1.21004 242881
1.21004 244353
1.21006 245825
1.21006 247297
1.21764 248769
1.21764 250241
1.21765 251713
1.21765 253185
1.21908 254657
1.21908 256129
1.21909 257601
1.21909 259073
1.22634 260545
1.22634 262017
1.22634 263489
1.22635 264961
1.22635 266433
1.24203 267905
1.24203 269377
1.24204 270849
1.24204 272321
1.24205 273793
1.24205 275265
1.24693 276737
1.24693 278209
1.24694 279681
1.24694 281153
1.24695 282625
1.24695 284097
1.25524 285569
1.25524 287041
1.25525 288513
1.25525 289985
1.25526 291457
1.25526 292929
1.26453 294401
1.26453 295873
1.26454 297345
1.26454 298817
1.26454 300289
1.26455 301761
1.26455 303233
1.27023 304705
1.27023 306177
1.27024 307649
1.27024 309121
1.27026 310593
1.27026 312065
1.27857 313537
1.27858 315009
1.27858 316481
1.27859 317953
1.27859 319425
1.28524 320897
1.28526 322369
1.28526 323841
1.28527 325313
1.28527 326785
1.28692 328257
1.28692 329729
1.28693 331201
1.28693 332673
1.29355 334145
1.29355 335617
1.29356 337089
1.29356 338561
1.30041 340033
1.30041 341505
1.30042 342977
1.30042 344449
1.30242 345921
1.30242 347393
1.30243 348865
1.30243 350337
1.31127 351809
1.31127 353281
1.31128 354753
1.31128 356225
1.31128 357697
1.3152 359169
1.3152 360641
1.31521 362113
1.31521 363585
1.31523 365057
1.31523 366529
1.32419 368001
1.32419 369473
1.32421 370945
1.32421 372417
1.32422 373889
1.32422 375361
1.33113 376833
1.33113 378305
1.33114 379777
1.33114 381249
1.33116 382721
1.33116 384193
1.33767 385665
1.33767 387137
1.33768 388609
1.33768 390081
1.33769 391553
1.33769 393025
1.33769 394497
1.34292 395969
1.34292 397441
1.34293 398913
1.34293 400385
1.34294 401857
1.34294 403329
1.34975 404801
1.34975 406273
1.34977 407745
1.34978 409217
1.34978 410689
1.35812 412161
1.35812 413633
1.35813 415105
1.35814 416577
1.35814 418049
1.3643 419521
1.3643 420993
1.36431 422465
1.36431 423937
1.36622 425409
1.36622 426881
1.36623 428353
1.36623 429825
1.3735 431297
1.3735 432769
1.37352 434241
1.37352 435713
1.37963 437185
1.37963 438657
1.37964 440129
1.37964 441601
1.38507 443073
1.38507 444545
1.38508 446017
1.38508 447489
1.39014 448961
1.39014 450433
1.39014 451905
1.39016 453377
